timestamp,p_mean,p_min,p_max
06-Jun-2018 00:00:00,34.205699,32.651882,36.341032
06-Jun-2018 00:15:00,34.343854,32.469326,36.013953
06-Jun-2018 00:30:00,34.556548,32.887684,35.846610
06-Jun-2018 00:45:00,34.217924,32.492146,35.816184
06-Jun-2018 01:00:00,34.162507,32.651882,35.466285
06-Jun-2018 01:15:00,34.276604,32.819225,35.808577
06-Jun-2018 01:30:00,34.257174,32.598637,35.473892
06-Jun-2018 01:45:00,34.328539,32.583424,35.747725
06-Jun-2018 02:00:00,34.462566,32.781193,35.808577
06-Jun-2018 02:15:00,34.583264,33.123485,35.892249
06-Jun-2018 02:30:00,34.740228,32.880077,36.067198
06-Jun-2018 02:45:00,34.436205,33.138698,36.470342
06-Jun-2018 03:00:00,34.754097,33.420138,36.021559
06-Jun-2018 03:15:00,34.725328,32.864864,35.983527
06-Jun-2018 03:30:00,34.673857,33.085452,35.800971
06-Jun-2018 03:45:00,34.221102,32.948535,35.496711
06-Jun-2018 04:00:00,34.311780,32.682308,35.922675
06-Jun-2018 04:15:00,34.167916,30.795898,35.732512
06-Jun-2018 04:30:00,33.938724,31.906446,35.633628
06-Jun-2018 04:45:00,34.177610,32.416081,35.937888
06-Jun-2018 05:00:00,33.599170,31.450056,35.329368
06-Jun-2018 05:15:00,32.113976,29.426729,34.302491
06-Jun-2018 05:30:00,31.071929,27.935856,33.549448
06-Jun-2018 05:45:00,29.780126,26.581900,33.001781
06-Jun-2018 06:00:00,28.691891,26.026626,31.183829
06-Jun-2018 06:15:00,29.338950,25.882102,31.693464
06-Jun-2018 06:30:00,30.223593,27.426221,33.115878
06-Jun-2018 06:45:00,28.276018,25.182305,31.381598
06-Jun-2018 07:00:00,29.458160,26.650358,32.142247
06-Jun-2018 07:15:00,30.022089,26.848127,33.306041
06-Jun-2018 07:30:00,30.140201,27.357762,32.514965
06-Jun-2018 07:45:00,30.585155,26.992651,34.393769
06-Jun-2018 08:00:00,30.372292,27.319730,33.336467
06-Jun-2018 08:15:00,30.420272,27.327336,33.237582
06-Jun-2018 08:30:00,30.138891,27.038290,33.115878
06-Jun-2018 08:45:00,30.465784,27.836971,32.933322
06-Jun-2018 09:00:00,30.439136,27.593564,33.480990
06-Jun-2018 09:15:00,30.555701,27.547925,33.199550
06-Jun-2018 09:30:00,31.184944,28.939913,33.777643
06-Jun-2018 09:45:00,30.655118,27.494679,33.237582
06-Jun-2018 10:00:00,31.102727,28.369426,34.264459
06-Jun-2018 10:15:00,32.375927,28.590014,35.321762
06-Jun-2018 10:30:00,31.574617,28.529162,34.827340
06-Jun-2018 10:45:00,31.420450,28.810603,34.667603
06-Jun-2018 11:00:00,30.960249,27.639203,34.081903
06-Jun-2018 11:15:00,31.120526,28.551982,33.207156
06-Jun-2018 11:30:00,31.468802,27.966282,34.979469
06-Jun-2018 11:45:00,30.800571,27.198026,33.625513
06-Jun-2018 12:00:00,31.106800,27.958675,34.317704
06-Jun-2018 12:15:00,31.224490,28.521556,34.036264
06-Jun-2018 12:30:00,31.814061,28.133625,34.431802
06-Jun-2018 12:45:00,33.142814,30.887176,36.090018
06-Jun-2018 13:00:00,32.677237,29.190927,34.933830
06-Jun-2018 13:15:00,31.895163,29.639711,34.827340
06-Jun-2018 13:30:00,32.422166,30.194985,34.903404
06-Jun-2018 13:45:00,32.324254,29.753808,34.834946
06-Jun-2018 14:00:00,32.732874,29.890725,35.709693
06-Jun-2018 14:15:00,33.114070,30.255837,35.975920
06-Jun-2018 14:30:00,33.068059,30.544883,35.047928
06-Jun-2018 14:45:00,32.775031,30.233017,34.941437
06-Jun-2018 15:00:00,31.958787,28.422671,34.964256
06-Jun-2018 15:15:00,31.514728,28.034740,34.005838
06-Jun-2018 15:30:00,31.516630,28.354213,33.937380
06-Jun-2018 15:45:00,30.140438,27.236058,32.514965
06-Jun-2018 16:00:00,29.949624,26.924192,32.933322
06-Jun-2018 16:15:00,30.205194,27.509892,32.940929
06-Jun-2018 16:30:00,29.761685,27.159993,32.629063
06-Jun-2018 16:45:00,29.261811,26.794882,31.815168
06-Jun-2018 17:00:00,28.932180,26.346099,31.807561
06-Jun-2018 17:15:00,29.418362,25.600662,32.050969
06-Jun-2018 17:30:00,29.099007,25.380074,31.792348
06-Jun-2018 17:45:00,28.270178,25.258370,31.252287
06-Jun-2018 18:00:00,29.400495,25.684334,32.340016
06-Jun-2018 18:15:00,30.173205,26.870947,32.621456
06-Jun-2018 18:30:00,30.067686,26.239608,33.404925
06-Jun-2018 18:45:00,29.696632,26.581900,33.176730
06-Jun-2018 19:00:00,29.411203,25.577843,32.940929
06-Jun-2018 19:15:00,29.302405,25.927741,31.472876
06-Jun-2018 19:30:00,30.306969,26.756849,33.374499
06-Jun-2018 19:45:00,31.561238,28.536769,34.507867
06-Jun-2018 20:00:00,30.155955,27.144780,33.222369
06-Jun-2018 20:15:00,30.346886,27.198026,33.488597
06-Jun-2018 20:30:00,31.349972,28.194477,34.074297
06-Jun-2018 20:45:00,31.583170,28.483523,33.572268
06-Jun-2018 21:00:00,31.447030,28.217296,34.911011
06-Jun-2018 21:15:00,31.353935,28.742144,33.709185
06-Jun-2018 21:30:00,31.503800,28.734538,34.211213
06-Jun-2018 21:45:00,31.686305,28.354213,35.154419
06-Jun-2018 22:00:00,33.517966,30.826324,36.242147
06-Jun-2018 22:15:00,33.521921,30.354721,36.660505
06-Jun-2018 22:30:00,33.766149,30.674194,36.812634
06-Jun-2018 22:45:00,34.016301,31.373991,36.120444
06-Jun-2018 23:00:00,33.507883,30.347114,36.021559
06-Jun-2018 23:15:00,33.831616,31.655431,35.747725
06-Jun-2018 23:30:00,33.456962,31.761922,35.298942
06-Jun-2018 23:45:00,33.524220,31.465269,35.276123
07-Jun-2018 00:00:00,33.959475,32.423687,35.960707
