timestamp,q_mean,q_min,q_max
06-Jun-2018 20:30:00,13.337717,10.574849,16.076035
06-Jun-2018 20:45:00,13.006209,10.597523,15.667910
06-Jun-2018 21:00:00,13.365167,9.248443,16.642876
06-Jun-2018 21:15:00,13.840286,10.319772,17.524311
06-Jun-2018 21:30:00,12.975091,10.288595,15.741599
06-Jun-2018 21:45:00,12.711759,10.271590,15.409997
06-Jun-2018 22:00:00,10.516663,7.227657,13.919208
06-Jun-2018 22:15:00,9.910252,6.153495,12.589967
06-Jun-2018 22:30:00,8.509039,5.413768,11.855908
06-Jun-2018 22:45:00,7.925343,4.965964,11.127519
06-Jun-2018 23:00:00,7.942955,4.441637,10.725062
06-Jun-2018 23:15:00,7.270278,5.042488,9.693413
06-Jun-2018 23:30:00,7.821571,5.243716,10.696720
06-Jun-2018 23:45:00,7.554380,5.442111,10.019346
07-Jun-2018 00:00:00,6.404336,3.387314,9.285288
