timestamp,p_mean,p_min,p_max
06-Jun-2018 00:00:00,21.381983,19.394949,22.761626
06-Jun-2018 00:15:00,21.524556,19.564088,23.124067
06-Jun-2018 00:30:00,21.738906,20.007072,23.389858
06-Jun-2018 00:45:00,21.390640,19.749336,22.866331
06-Jun-2018 01:00:00,21.329652,19.862095,22.705246
06-Jun-2018 01:15:00,21.437793,19.974855,23.003254
06-Jun-2018 01:30:00,21.416199,19.636576,23.607323
06-Jun-2018 01:45:00,21.482172,19.121104,23.405966
06-Jun-2018 02:00:00,21.615927,19.185538,23.212664
06-Jun-2018 02:15:00,21.736830,19.241918,23.599268
06-Jun-2018 02:30:00,21.919465,20.216483,24.501345
06-Jun-2018 02:45:00,21.595952,20.119832,22.842169
06-Jun-2018 03:00:00,21.931707,20.401730,24.565779
06-Jun-2018 03:15:00,21.914265,20.361459,23.180447
06-Jun-2018 03:30:00,21.847880,19.950692,23.164339
06-Jun-2018 03:45:00,21.383186,19.692956,22.608595
06-Jun-2018 04:00:00,21.518383,19.355887,22.786998
06-Jun-2018 04:15:00,21.411976,19.468646,23.044734
06-Jun-2018 04:30:00,21.177597,19.025662,23.447447
06-Jun-2018 04:45:00,21.432246,18.719601,23.817942
06-Jun-2018 05:00:00,20.891063,19.057879,22.593696
06-Jun-2018 05:15:00,19.443803,16.762418,21.707728
06-Jun-2018 05:30:00,18.430229,15.336815,21.063388
06-Jun-2018 05:45:00,17.245798,14.032026,20.072715
06-Jun-2018 06:00:00,16.152147,13.025245,19.218964
06-Jun-2018 06:15:00,16.800371,13.436012,19.831088
06-Jun-2018 06:30:00,17.713043,14.603878,21.224473
06-Jun-2018 06:45:00,15.771986,13.129950,18.888740
06-Jun-2018 07:00:00,16.904137,13.492391,19.549189
06-Jun-2018 07:15:00,17.337053,13.967592,20.692893
06-Jun-2018 07:30:00,17.562196,14.426685,20.676784
06-Jun-2018 07:45:00,18.024582,14.579715,21.603023
06-Jun-2018 08:00:00,17.788690,15.369032,20.998954
06-Jun-2018 08:15:00,17.706483,13.991755,21.635240
06-Jun-2018 08:30:00,17.464972,15.183784,20.241854
06-Jun-2018 08:45:00,17.863640,15.344869,20.072715
06-Jun-2018 09:00:00,17.816889,15.095187,20.998954
06-Jun-2018 09:15:00,17.991720,14.442793,21.296961
06-Jun-2018 09:30:00,18.581757,15.336815,20.990900
06-Jun-2018 09:45:00,18.015650,13.870941,21.095605
06-Jun-2018 10:00:00,18.482403,15.240164,22.488991
06-Jun-2018 10:15:00,19.778091,16.367759,22.883649
06-Jun-2018 10:30:00,18.974070,15.328761,22.303743
06-Jun-2018 10:45:00,18.833264,16.295271,21.280853
06-Jun-2018 11:00:00,18.396786,15.417358,21.546643
06-Jun-2018 11:15:00,18.493733,16.287217,21.119768
06-Jun-2018 11:30:00,18.798720,15.795907,22.440665
06-Jun-2018 11:45:00,18.213874,15.514009,21.168093
06-Jun-2018 12:00:00,18.535543,15.071025,22.432611
06-Jun-2018 12:15:00,18.645582,15.997264,21.603023
06-Jun-2018 12:30:00,19.233158,14.579715,22.158766
06-Jun-2018 12:45:00,20.544775,17.559789,23.995136
06-Jun-2018 13:00:00,20.104682,17.318161,22.432611
06-Jun-2018 13:15:00,19.290567,16.859069,22.070170
06-Jun-2018 13:30:00,19.800714,16.714092,22.295689
06-Jun-2018 13:45:00,19.705021,16.818797,23.109168
06-Jun-2018 14:00:00,20.123573,17.285944,22.698401
06-Jun-2018 14:15:00,20.420641,17.326215,22.674238
06-Jun-2018 14:30:00,20.401552,17.068479,22.344014
06-Jun-2018 14:45:00,20.061708,17.624223,22.279580
06-Jun-2018 15:00:00,19.290916,17.004045,23.342741
06-Jun-2018 15:15:00,18.789780,15.787853,21.973519
06-Jun-2018 15:30:00,18.797933,16.617441,22.464828
06-Jun-2018 15:45:00,17.519204,14.466956,20.733164
06-Jun-2018 16:00:00,17.335746,14.958265,19.839142
06-Jun-2018 16:15:00,17.572756,14.434739,19.895522
06-Jun-2018 16:30:00,17.149711,13.089679,19.935793
06-Jun-2018 16:45:00,16.642409,13.846778,18.759872
06-Jun-2018 17:00:00,16.240395,13.210493,19.049825
06-Jun-2018 17:15:00,16.711184,14.330034,19.033717
06-Jun-2018 17:30:00,16.468294,13.677639,19.774708
06-Jun-2018 17:45:00,15.567918,12.735292,18.397431
06-Jun-2018 18:00:00,16.681803,13.210493,19.702220
06-Jun-2018 18:15:00,17.457723,14.845506,20.145203
06-Jun-2018 18:30:00,17.445347,14.660258,21.047280
06-Jun-2018 18:45:00,17.062197,14.563607,20.129095
06-Jun-2018 19:00:00,16.748806,12.912485,20.129095
06-Jun-2018 19:15:00,16.611463,13.403795,19.299507
06-Jun-2018 19:30:00,17.579745,14.579715,20.894249
06-Jun-2018 19:45:00,18.951187,15.699256,21.699674
06-Jun-2018 20:00:00,17.526695,14.547498,21.216419
06-Jun-2018 20:15:00,17.717732,14.426685,22.891703
06-Jun-2018 20:30:00,18.683115,15.207947,21.377504
06-Jun-2018 20:45:00,18.781744,15.457629,21.441938
06-Jun-2018 21:00:00,18.753572,15.707311,22.368177
06-Jun-2018 21:15:00,18.699304,14.523336,21.224473
06-Jun-2018 21:30:00,18.863897,15.763690,21.804379
06-Jun-2018 21:45:00,18.955671,14.628041,21.651348
06-Jun-2018 22:00:00,20.797401,16.971828,23.906539
06-Jun-2018 22:15:00,20.800247,17.551734,24.317306
06-Jun-2018 22:30:00,20.986586,17.608114,22.988354
06-Jun-2018 22:45:00,21.247294,18.357159,23.793779
06-Jun-2018 23:00:00,20.743983,17.575897,23.455501
06-Jun-2018 23:15:00,21.046358,19.098151,22.585642
06-Jun-2018 23:30:00,20.663119,18.663221,22.472882
06-Jun-2018 23:45:00,20.762070,18.792089,22.400394
07-Jun-2018 00:00:00,21.187769,18.920957,23.181656
