timestamp,p_mean,p_min,p_max
06-Jun-2018 00:00:00,23.667496,21.965844,25.095328
06-Jun-2018 00:15:00,23.810894,21.965844,25.384510
06-Jun-2018 00:30:00,24.005107,22.072799,25.788568
06-Jun-2018 00:45:00,23.661632,21.835118,25.416200
06-Jun-2018 01:00:00,23.598180,21.870771,25.265668
06-Jun-2018 01:15:00,23.706694,22.274830,25.356779
06-Jun-2018 01:30:00,23.689070,21.740046,25.103251
06-Jun-2018 01:45:00,23.765124,21.827195,25.103251
06-Jun-2018 02:00:00,23.905236,22.104490,25.257744
06-Jun-2018 02:15:00,24.021723,22.088646,25.277551
06-Jun-2018 02:30:00,24.197732,22.227295,25.966831
06-Jun-2018 02:45:00,23.874433,22.298600,25.392431
06-Jun-2018 03:00:00,24.202115,22.433286,25.729147
06-Jun-2018 03:15:00,24.179272,22.476860,25.550887
06-Jun-2018 03:30:00,24.116312,22.342174,25.503349
06-Jun-2018 03:45:00,23.651460,21.672701,25.119095
06-Jun-2018 04:00:00,23.750358,21.454826,25.186440
06-Jun-2018 04:15:00,23.600585,21.747967,25.103251
06-Jun-2018 04:30:00,23.389020,21.549899,25.562770
06-Jun-2018 04:45:00,23.684567,21.304294,25.657842
06-Jun-2018 05:00:00,23.184247,21.225066,24.782379
06-Jun-2018 05:15:00,21.882633,19.565250,24.295132
06-Jun-2018 05:30:00,21.004810,18.131234,23.237445
06-Jun-2018 05:45:00,20.176468,17.723213,23.241405
06-Jun-2018 06:00:00,19.438509,17.140890,21.878692
06-Jun-2018 06:15:00,20.024748,17.113161,22.635316
06-Jun-2018 06:30:00,20.992589,18.578869,23.883148
06-Jun-2018 06:45:00,19.022319,16.732869,21.676662
06-Jun-2018 07:00:00,20.166324,17.441954,22.544205
06-Jun-2018 07:15:00,20.601960,17.960894,22.956186
06-Jun-2018 07:30:00,20.710585,18.333263,23.233482
06-Jun-2018 07:45:00,21.205538,17.861860,24.417934
06-Jun-2018 08:00:00,21.007972,18.638289,23.526624
06-Jun-2018 08:15:00,20.941162,17.699444,23.360247
06-Jun-2018 08:30:00,20.492461,18.257998,23.043338
06-Jun-2018 08:45:00,20.897656,18.725439,23.348364
06-Jun-2018 09:00:00,20.977161,18.353070,23.926722
06-Jun-2018 09:15:00,21.132641,18.166886,23.570199
06-Jun-2018 09:30:00,21.568494,19.244379,24.005950
06-Jun-2018 09:45:00,21.165250,18.024277,23.950492
06-Jun-2018 10:00:00,21.759970,19.335491,24.326823
06-Jun-2018 10:15:00,22.987950,19.802933,25.737070
06-Jun-2018 10:30:00,22.225328,19.034427,24.576388
06-Jun-2018 10:45:00,22.081578,19.652401,24.790302
06-Jun-2018 11:00:00,21.559595,18.460027,24.196097
06-Jun-2018 11:15:00,21.731788,19.375105,23.772229
06-Jun-2018 11:30:00,21.957038,18.733362,25.519196
06-Jun-2018 11:45:00,21.420153,18.986891,24.477353
06-Jun-2018 12:00:00,21.688616,18.982929,24.433779
06-Jun-2018 12:15:00,21.796203,19.351336,24.287209
06-Jun-2018 12:30:00,22.340106,19.390950,24.251555
06-Jun-2018 12:45:00,23.649594,20.975500,26.489732
06-Jun-2018 13:00:00,23.307274,21.054728,25.336972
06-Jun-2018 13:15:00,22.460206,20.444676,24.691267
06-Jun-2018 13:30:00,22.986711,21.050766,25.047791
06-Jun-2018 13:45:00,22.950102,20.519942,25.035907
06-Jun-2018 14:00:00,23.365486,20.646706,25.828182
06-Jun-2018 14:15:00,23.693111,21.260718,25.855913
06-Jun-2018 14:30:00,23.678534,21.359753,25.340933
06-Jun-2018 14:45:00,23.228144,20.824968,25.356779
06-Jun-2018 15:00:00,22.536866,19.878200,25.713303
06-Jun-2018 15:15:00,21.992794,19.699938,24.489239
06-Jun-2018 15:30:00,22.009676,19.703899,24.211941
06-Jun-2018 15:45:00,20.779517,18.669981,22.837344
06-Jun-2018 16:00:00,20.591167,18.254036,22.623430
06-Jun-2018 16:15:00,20.824193,18.083697,23.411745
06-Jun-2018 16:30:00,20.404128,17.608332,23.435512
06-Jun-2018 16:45:00,19.980477,17.580603,21.953960
06-Jun-2018 17:00:00,19.620869,16.903208,21.946037
06-Jun-2018 17:15:00,20.022708,17.671715,22.211448
06-Jun-2018 17:30:00,19.815258,17.196349,22.302560
06-Jun-2018 17:45:00,18.874202,16.305040,21.304294
06-Jun-2018 18:00:00,19.990241,16.491225,22.532318
06-Jun-2018 18:15:00,20.693625,17.893551,22.556088
06-Jun-2018 18:30:00,20.816445,18.155001,23.086912
06-Jun-2018 18:45:00,20.433594,18.135196,23.352324
06-Jun-2018 19:00:00,20.161651,17.315191,23.490973
06-Jun-2018 19:15:00,19.924809,17.113161,21.724199
06-Jun-2018 19:30:00,21.062680,17.949010,24.227788
06-Jun-2018 19:45:00,22.324615,19.438486,24.738804
06-Jun-2018 20:00:00,20.996414,18.360993,23.891071
06-Jun-2018 20:15:00,21.001926,17.616256,24.390204
06-Jun-2018 20:30:00,21.982223,19.101770,24.837839
06-Jun-2018 20:45:00,22.254166,17.972779,24.144599
06-Jun-2018 21:00:00,21.903524,19.367182,24.948758
06-Jun-2018 21:15:00,22.082005,18.986891,24.726921
06-Jun-2018 21:30:00,22.212246,19.311723,24.703153
06-Jun-2018 21:45:00,22.445915,18.796744,25.257744
06-Jun-2018 22:00:00,24.071116,21.217144,26.893793
06-Jun-2018 22:15:00,23.725222,20.951732,26.858139
06-Jun-2018 22:30:00,23.602810,21.122071,25.915334
06-Jun-2018 22:45:00,23.699834,20.955693,25.816299
06-Jun-2018 23:00:00,23.083947,20.579363,25.994559
06-Jun-2018 23:15:00,23.317650,21.193375,25.099291
06-Jun-2018 23:30:00,22.891657,21.240911,24.564504
06-Jun-2018 23:45:00,22.977273,20.884388,24.683346
07-Jun-2018 00:00:00,23.411978,21.431058,25.408277
