timestamp,p_mean,p_min,p_max
06-Jun-2018 00:00:00,14.611142,14.160273,15.095223
06-Jun-2018 00:15:00,14.573975,13.831672,15.052191
06-Jun-2018 00:30:00,14.524235,13.933383,14.973953
06-Jun-2018 00:45:00,14.528564,13.835584,15.095223
06-Jun-2018 01:00:00,14.553618,13.960765,14.981778
06-Jun-2018 01:15:00,14.523734,13.980326,15.067840
06-Jun-2018 01:30:00,14.544081,13.952942,14.997425
06-Jun-2018 01:45:00,14.535230,13.589133,15.110871
06-Jun-2018 02:00:00,14.507529,14.031180,15.071752
06-Jun-2018 02:15:00,14.497725,13.999885,14.927010
06-Jun-2018 02:30:00,14.513566,14.007709,15.001337
06-Jun-2018 02:45:00,14.472984,14.066388,15.056103
06-Jun-2018 03:00:00,14.503382,13.941206,14.962218
06-Jun-2018 03:15:00,14.474172,13.816025,15.020896
06-Jun-2018 03:30:00,14.463509,13.874703,14.825301
06-Jun-2018 03:45:00,14.427201,13.761259,14.880067
06-Jun-2018 04:00:00,14.419292,13.745610,14.981778
06-Jun-2018 04:15:00,14.442482,13.870791,14.899627
06-Jun-2018 04:30:00,14.478807,13.620429,14.895714
06-Jun-2018 04:45:00,14.462834,13.890352,14.985690
06-Jun-2018 05:00:00,14.472170,13.925559,15.009160
06-Jun-2018 05:15:00,14.205219,13.487424,14.938746
06-Jun-2018 05:30:00,14.018424,13.280092,14.719678
06-Jun-2018 05:45:00,13.870818,13.053200,14.508435
06-Jun-2018 06:00:00,14.147753,13.154911,15.255611
06-Jun-2018 06:15:00,15.171540,13.992061,16.178825
06-Jun-2018 06:30:00,15.539018,14.332399,16.843851
06-Jun-2018 06:45:00,15.435758,14.289368,16.761701
06-Jun-2018 07:00:00,16.204996,14.833124,17.782712
06-Jun-2018 07:15:00,15.890272,14.559290,17.403256
06-Jun-2018 07:30:00,15.343282,14.199393,16.437011
06-Jun-2018 07:45:00,15.269364,14.156362,16.448748
06-Jun-2018 08:00:00,14.938623,13.992061,16.006701
06-Jun-2018 08:15:00,14.877106,14.023357,15.889343
06-Jun-2018 08:30:00,14.849377,13.847321,15.830664
06-Jun-2018 08:45:00,14.919982,13.952942,15.971493
06-Jun-2018 09:00:00,14.790009,13.726051,15.701570
06-Jun-2018 09:15:00,14.791217,13.902087,15.779809
06-Jun-2018 09:30:00,14.858632,13.847321,15.775897
06-Jun-2018 09:45:00,14.864935,13.894263,15.811105
06-Jun-2018 10:00:00,15.015955,14.085948,16.081028
06-Jun-2018 10:15:00,15.251313,13.999885,16.483954
06-Jun-2018 10:30:00,14.895899,13.182293,16.069291
06-Jun-2018 10:45:00,14.901977,13.197942,15.967582
06-Jun-2018 11:00:00,14.851348,13.737786,15.924550
06-Jun-2018 11:15:00,14.896053,13.886440,15.869783
