timestamp,p_mean,p_min,p_max
06-Jun-2018 00:00:00,30.783734,30.212856,31.262051
06-Jun-2018 00:15:00,30.901391,30.379143,31.483769
06-Jun-2018 00:30:00,31.034014,30.585022,31.654014
06-Jun-2018 00:45:00,31.134899,30.581064,31.657975
06-Jun-2018 01:00:00,31.302428,30.743393,32.453780
06-Jun-2018 01:15:00,31.468903,30.961151,31.966793
06-Jun-2018 01:30:00,31.564284,31.079927,32.101409
06-Jun-2018 01:45:00,31.630921,30.965109,32.239980
06-Jun-2018 02:00:00,31.705026,31.155151,32.188512
06-Jun-2018 02:15:00,31.818032,31.246214,32.398351
06-Jun-2018 02:30:00,31.902040,31.131396,32.406269
06-Jun-2018 02:45:00,31.994024,31.412501,32.449820
06-Jun-2018 03:00:00,32.061688,31.412501,32.552762
06-Jun-2018 03:15:00,32.112319,31.539198,32.635904
06-Jun-2018 03:30:00,32.197930,31.630259,32.687375
06-Jun-2018 03:45:00,32.116442,31.562954,32.643822
06-Jun-2018 04:00:00,32.058555,31.317480,32.631946
06-Jun-2018 04:15:00,31.937601,31.436256,32.481493
06-Jun-2018 04:30:00,31.862035,31.222459,32.386472
06-Jun-2018 04:45:00,31.709456,30.984906,32.275614
06-Jun-2018 05:00:00,31.390725,30.664206,32.192470
06-Jun-2018 05:15:00,30.717051,29.793177,31.543156
06-Jun-2018 05:30:00,30.012744,28.688551,31.194743
06-Jun-2018 05:45:00,29.091541,28.122382,30.030730
06-Jun-2018 06:00:00,28.081889,26.986082,28.850880
06-Jun-2018 06:15:00,27.083050,26.138806,28.633122
06-Jun-2018 06:30:00,28.414896,27.457230,29.191374
06-Jun-2018 06:45:00,27.568859,26.859387,28.403488
06-Jun-2018 07:00:00,27.704054,26.902938,28.633122
06-Jun-2018 07:15:00,27.454626,26.574322,28.320343
06-Jun-2018 07:30:00,27.492533,26.534730,28.233240
06-Jun-2018 07:45:00,27.827882,27.085064,28.629164
06-Jun-2018 08:00:00,27.993516,27.417638,28.522264
06-Jun-2018 08:15:00,28.002313,27.441393,28.751898
06-Jun-2018 08:30:00,28.141201,27.480985,28.811288
